id,title,country,points,price,province,variety,winery,Lat,Lng
5412,Henri Bourgeois 2008 Le M.D. de Bourgeois (Sancerre),France,94,36.00,Loire Valley,Sauvignon Blanc,Henri Bourgeois,47.3314296,2.8378952
16442,Neumeister 2013 Moarfeitl Sauvignon Blanc (Südoststeiermark),Austria,94,60.00,SÃ¼doststeiermark,Sauvignon Blanc,Neumeister,34.1526642,-118.3428161
21096,Michel Vattan 2014 Les L-O (Sancerre),France,94,35.00,Loire Valley,Sauvignon Blanc,Michel Vattan,47.359949,2.795967
23124,Daniel Chotard 2015 Les Cris (Sancerre),France,94,39.00,Loire Valley,Sauvignon Blanc,Daniel Chotard,47.307876,2.7648804
22902,Robert Weil 2015 Kiedrich Grafenberg Trockenbeerenauslese Riesling (Rheingau),Germany,98,775.00,Rheingau,Riesling,Robert Weil,50.04105,8.08603
19749,Trimbach 2014 Schlossberg Grand Cru Riesling (Alsace),France,97,100.00,Alsace,Riesling,Trimbach,49.7949711,9.932063
23962,Domaine Ostertag 2015 Muenchberg Grand Cru Riesling (Alsace),France,97,66.00,Alsace,Riesling,Domaine Ostertag,48.362586,7.452469
16574,Bründlmayer 2013 Heiligenstein Reserve Lyra Riesling (Kamptal),Austria,96,35.00,Kamptal,Riesling,Bründlmayer,48.4737262,15.6675445
7427,Domdechant Werner 2009 Hochheimer Domdechaney Beerenauslese Riesling (Rheingau),Germany,96,271.00,Rheingau,Riesling,Domdechant Werner,37.9069612,-122.0628482
4126,Trimbach 2007 Clos Ste Hune Riesling (Alsace),France,96,,Alsace,Riesling,Trimbach,49.7949711,9.932063
9682,Robert Weil 2010 Kiedrich Grafenberg Trockenbeerenauslese Riesling (Rheingau),Germany,96,672.00,Rheingau,Riesling,Robert Weil,50.04105,8.08603
10500,Thorle 2011 Saulheimer Holle Trockenbeerenauslese Riesling (Rheinhessen),Germany,96,150.00,Rheinhessen,Riesling,Thörle,49.8824237,8.1365561
12910,Domaine Weinbach 2011 Schlossberg Grand Cru Riesling (Alsace),France,96,37.00,Alsace,Riesling,Domaine Weinbach,48.1362394,7.273184
6180,Maximin Grünhäuser 2009 Herrenberg Eiswein Riesling (Mosel),Germany,96,228.00,Mosel,Riesling,Maximin Grünhäuser,49.7696412,6.7147163
6379,Cayuse 2009 En Chamberlin Vineyard Syrah (Walla Walla Valley (OR)),US,99,75.00,Oregon,Syrah,Cayuse,45.5161782,-122.6749798
8812,Charles Smith 2010 Royal City Syrah (Washington),US,97,140.00,Washington,Syrah,Charles Smith,37.7630895,-122.4578144
9792,Cayuse 2010 Armada Vineyard Syrah (Walla Walla Valley (WA)),US,97,90.00,Washington,Syrah,Cayuse,45.5161782,-122.6749798
4625,Donelan 2008 Richards Family Vineyard Syrah (Sonoma Valley),US,97,90.00,California,Syrah,Donelan,38.4718027,-122.7435125
21175,Stolo 2014 Estate Syrah (San Luis Obispo County),US,96,40.00,California,Syrah,Stolo,35.5727867,-121.0529738
13726,Horsepower 2012 The Tribe Vineyard Syrah (Walla Walla Valley (WA)),US,96,115.00,Washington,Syrah,Horsepower,38.243832,-122.060077
16527,Trinity Hill 2013 Homage Syrah (Hawke's Bay),New Zealand,95,100.00,Hawke's Bay,Syrah,Trinity Hill,37.9009943,-122.0665925
1325,Novy 2005 Syrah (Santa Lucia Highlands),US,95,27.00,California,Syrah,Novy,37.7515582,-122.4321395
8541,Les Vins de Vienne 2010 Les Chirats de Saint-Christophe (Hermitage),France,95,120.00,RhÃ´ne  Valley,Syrah,Les Vins de Vienne,45.4320509,4.7527245
18805,K Vintners 2013 The Hidden Northridge Vineyard Syrah (Wahluke Slope),US,95,70.00,Washington,Syrah,K Vintners,46.0854763,-118.2503954
5416,Schramsberg 2008 J. Schram Rose (North Coast),US,96,150.00,California,Rose,Schramsberg,38.5494815,-122.5378838
24399,Château Vignelaure 2016 Rose (Coteaux d'Aix-en-Provence),France,94,20.00,Provence,Rose,Château Vignelaure,43.6125292,5.6883133
20023,Château Coussin 2014 Cuvée Cà©sar ÃƒÆ’Ã‚Â  Sumeire Rose (Côtes de Provence Sainte-Victoire),France,93,60.00,Provence,Rose,Château Coussin,43.4765754,5.6748157
22916,Château Saint-Maur 2015 Clos de Capelune Rose (Côtes de Provence),France,93,65.00,Provence,Rose,Château Saint-Maur,43.2611049,6.5161414
22497,Château Minuty 2015 Rose et Or Rose (Côtes de Provence),France,93,40.00,Provence,Rose,Château Minuty,43.2429419,6.5931912
11171,Château d'Esclans 2011 Garrus Rose (Côtes de Provence),France,93,90.00,Provence,Rose,Château d'Esclans,43.5292817,6.5592362
23035,Château Grand Boise 2015 Cuvée Jadis Rose (Côtes de Provence),France,93,30.00,Provence,Rose,Château Grand Boise,43.43339,5.71494
24857,Château la Genestière 2016 Tavel,France,92,22.00,RhÃ´ne  Valley,Rose,Château la Genestière,44.0097554,4.701333
24244,Domaine de la Bégude 2015 L'Irréductible Rose (Bandol),France,92,40.00,Provence,Rose,Domaine de La Bégude,43.2411582,5.7018507
11475,Château Vignelaure 2011 Rose (Coteaux d'Aix-en-Provence),France,92,21.00,Provence,Rose,Château Vignelaure,43.6125292,5.6883133
14036,Feudi di San Gregorio 2012 Patrimo Merlot (Campania),Italy,96,105.00,Southern Italy,Merlot,Feudi di San Gregorio,40.9111904,14.8675003
8954,Leonetti Cellar 2010 Merlot (Walla Walla Valley (WA)),US,95,70.00,Washington,Merlot,Leonetti Cellar,46.056399,-118.296123
1179,Duckhorn 2004 Estate Grown Merlot (Napa Valley),US,95,85.00,California,Merlot,Duckhorn,38.5294533,-122.4908152
1866,Tua Rita 2005 Redigaffi Merlot (Toscana),Italy,95,275.00,Tuscany,Merlot,Tua Rita,43.0641347,10.6869721
3292,Woodward Canyon 2007 Merlot (Columbia Valley (WA)),US,95,39.00,Washington,Merlot,Woodward Canyon,46.0567213,-118.5827991
13560,Netzl 2012 Barnreiser Merlot (Carnuntum),Austria,94,44.00,Carnuntum,Merlot,Netzl,48.0616111,16.7371721
2562,Northstar 2006 Merlot (Walla Walla Valley (WA)),US,94,50.00,Washington,Merlot,Northstar,38.093719,-122.248386
1630,Duckhorn 2005 Three Palms Vineyard Merlot (Napa Valley),US,94,85.00,California,Merlot,Duckhorn,38.5294533,-122.4908152
19820,Duckhorn 2014 Merlot (Atlas Peak),US,93,75.00,California,Merlot,Duckhorn,38.5294533,-122.4908152
4231,Ehlers Estate 2007 Merlot (St. Helena),US,93,45.00,California,Merlot,Ehlers Estate,38.5318828,-122.4981484
2086,Bodega Catena Zapata 2006 Nicasia Vineyard Malbec (Mendoza),Argentina,97,120.00,Mendoza Province,Malbec,Bodega Catena Zapata,-33.167836,-68.9045317
8576,Colomé 2010 Reserva Malbec (Salta),Argentina,95,90.00,Other,Malbec,Colomé,-24.7877677,-65.4031825
12072,Château du Cèdre 2011 GC Malbec (Cahors),France,95,165.00,Southwest France,Malbec,Château du Cèdre,44.4852185,1.1059299
9756,Viña Cobos 2010 Cobos Marchiori Vineyard Malbec (Mendoza),Argentina,95,225.00,Mendoza Province,Malbec,Viña Cobos,-33.0972804,-68.9266435
15243,Alta Vista 2012 Single Vineyard Temis Malbec (Valle de Uco),Argentina,95,48.00,Mendoza Province,Malbec,Alta Vista,37.9837892,-122.3200446
18615,Devil Proof 2013 Farrow Ranch Malbec (Alexander Valley),US,95,125.00,California,Malbec,Devil Proof,38.5834056,-122.8464463
18056,Alta Vista 2013 Single Vineyard Serenade Malbec (Mendoza),Argentina,94,48.00,Mendoza Province,Malbec,Alta Vista,37.9837892,-122.3200446
17920,Charles Smith 2013 Broncho Stoneridge Vineyard Malbec (Washington),US,94,70.00,Washington,Malbec,Charles Smith,37.7630895,-122.4578144
13621,Viña Cobos 2012 Bramare Marchiori Vineyard Malbec (Luján de Cuyo),Argentina,94,90.00,Mendoza Province,Malbec,Viña Cobos,-33.0972804,-68.9266435
2089,Jean-Luc Baldès 2006 Clos Triguedina The New Black Wine Malbec (Cahors),France,94,,Southwest France,Malbec,Jean-Luc Baldès,44.4918734,1.1092756
3497,Gaja 2007 Sorì San Lorenzo Nebbiolo (Langhe),Italy,99,440.00,Piedmont,Nebbiolo,Gaja,33.7405527,-84.3463225
5875,Mascarello Giuseppe e Figlio 2008 Cà  d'Morissio Riserva (Barolo),Italy,99,595.00,Piedmont,Nebbiolo,Mascarello Giuseppe e Figlio,44.5717512,7.91744
18123,Brezza 2013 Cannubi (Barolo),Italy,98,60.00,Piedmont,Nebbiolo,Brezza,34.4096982,-119.7017516
16367,Brovia 2013 Garblèt Suè  (Barolo),Italy,98,83.00,Piedmont,Nebbiolo,Brovia,44.6317427,7.9657434
18068,Brovia 2013 Brea Vigna Cà  Mia (Barolo),Italy,97,96.00,Piedmont,Nebbiolo,Brovia,44.6317427,7.9657434
10001,Mascarello Giuseppe e Figlio 2010 Villero (Barolo),Italy,97,100.00,Piedmont,Nebbiolo,Mascarello Giuseppe e Figlio,44.5717512,7.91744
18410,Elvio Cogno 2013 Ravera (Barolo),Italy,97,82.00,Piedmont,Nebbiolo,Elvio Cogno,44.594701,7.9381747
18030,Giacomo Fenocchio 2013 Bussia (Barolo),Italy,97,55.00,Piedmont,Nebbiolo,Giacomo Fenocchio,44.6114057,7.9598511
8432,Rivetto 2010 Briccolina Riserva (Barolo),Italy,96,210.00,Piedmont,Nebbiolo,Rivetto,44.6064182,8.0093979
4961,Luigi Oddero & Figli 2008 Vigna Rionda (Barolo),Italy,96,131.00,Piedmont,Nebbiolo,Luigi Oddero & Figli,44.6583803,7.9517523
2299,Il Paradiso di Manfredi 2006 Riserva (Brunello di Montalcino),Italy,97,152.00,Tuscany,Sangiovese,Il Paradiso di Manfredi,43.0638926,11.4967361
9688,Felsina 2010 Fontalloro Sangiovese (Toscana),Italy,95,62.00,Tuscany,Sangiovese,Felsina,-25.4860031,-57.4617429
4694,Michele Satta 2008 Cavaliere Sangiovese (Toscana),Italy,95,75.00,Tuscany,Sangiovese,Michele Satta,43.1599313,10.6011888
14423,Armilla 2012 Brunello di Montalcino,Italy,95,63.00,Tuscany,Sangiovese,Armilla,37.1512306,-3.6167146
9419,Ormanni 2010 Etichetta Storica Gran Selezione (Chianti Classico),Italy,95,45.00,Tuscany,Sangiovese,Ormanni,43.477626,11.202685
2131,Col d'Orcia 2006 Poggio al Vento Riserva (Brunello di Montalcino),Italy,95,150.00,Tuscany,Sangiovese,Col d'Orcia,42.967171,11.437808
12043,Gianni Brunelli 2011 Brunello di Montalcino,Italy,95,56.00,Tuscany,Sangiovese,Gianni Brunelli,43.0278979,11.5178124
8174,Mocali 2010 Riserva (Brunello di Montalcino),Italy,95,85.00,Tuscany,Sangiovese,Mocali,43.035343,11.449049
11627,Cerbaiona 2011 Brunello di Montalcino,Italy,95,,Tuscany,Sangiovese,Cerbaiona,43.0419448,11.5255422
11972,Livio Sassetti 2011 Pertimali (Brunello di Montalcino),Italy,94,55.00,Tuscany,Sangiovese,Livio Sassetti,43.0638488,11.4745281
7700,Seghesio 2009 Old Vine Zinfandel (Dry Creek Valley),US,94,38.00,California,Zinfandel,Seghesio,38.6179675,-122.874984
17427,Pulchella 2013 Mercenary Reserve 25 Zinfandel (Monterey),US,94,50.00,California,Zinfandel,Pulchella,34.3781141,-118.527592
15250,Williams Selyem 2012 Bacigalupi Vineyard Zinfandel (Russian River Valley),US,94,55.00,California,Zinfandel,Williams Selyem,38.5204049,-122.8667194
21559,Robert Biale 2014 Aldo's Vineyard Estate Grown Zinfandel (Oak Knoll District),US,94,78.00,California,Zinfandel,Robert Biale,38.3491752,-122.303323
7868,St. Francis 2009 Pagani Vineyard Zinfandel (Sonoma Valley),US,93,45.00,California,Zinfandel,St. Francis,37.9416909,-122.0272357
22734,Robert Biale 2015 Black Chicken Zinfandel (Napa Valley),US,93,48.00,California,Zinfandel,Robert Biale,38.3491752,-122.303323
12097,Newsome-Harlow 2011 The Donner Party The Dalton Ranch Zinfandel (Calaveras County),US,93,36.00,California,Zinfandel,Newsome-Harlow,38.1374103,-120.4639585
21937,Three 2014 Bigelow Zinfandel (Contra Costa County),US,93,34.00,California,Zinfandel,Three,38.1182098,-122.2539138
21391,Scott Harvey 2014 Vineyard 1869 Zinfandel (Amador County),US,93,48.00,California,Zinfandel,Scott Harvey,38.5184676,-120.8222519
1624,Edizione Pennino 2005 Zinfandel (Rutherford),US,93,40.00,California,Zinfandel,Edizione Pennino,38.457314,-122.4326658
15098,Mouchão 2012 Red (Alentejo),Portugal,97,75.00,Alentejo,Portuguese Red,Herdade do Mouchão,38.9217077,-7.811134
19282, Quinta do Vale Meão 2014 Red (Douro),Portugal,95,100.00,Douro,Portuguese Red, Quinta do Vale Meão,41.153766,-7.1226357
21240,Quinta do Noval 2014 Red (Douro),Portugal,95,87.00,Douro,Portuguese Red,Quinta do Noval,37.934976,-122.058121
13897,Quinta dos Murças 2012 Reserva Red (Douro),Portugal,95,100.00,Douro,Portuguese Red,Quinta dos Murças,41.1530081,-7.6903201
3145,Mouchão 2007 Red (Alentejano),Portugal,95,36.00,Alentejano,Portuguese Red,Herdade do Mouchão,38.9217077,-7.811134
14530,Quinta Vale Dona Maria 2012 Vinha do Rio Red (Douro),Portugal,95,150.00,Douro,Portuguese Red,Quinta Vale Dona Maria,41.1638705,-7.5115632
18618,Quinta Vale Dona Maria 2013 VVV Valleys Red (Douro),Portugal,95,34.00,Douro,Portuguese Red,Quinta Vale Dona Maria,41.1638705,-7.5115632
7004,Wine & Soul 2009 Pintas Character Red (Douro),Portugal,95,40.00,Douro,Portuguese Red,Wine & Soul,37.8065126,-122.2701076
23498,José Maria da Fonseca 2015 José de Sousa Red (Alentejano),Portugal,94,20.00,Alentejano,Portuguese Red,José Maria da Fonseca,38.5181278,-9.0154333
5449,Vinha Paz 2008 Reserva Red (Dão),Portugal,94,35.00,DÃ£o,Portuguese Red,Vinha Paz,40.5953625,-7.9320801
97,Principe Corsini Fattoria Le Corti 1997 Sant'Andrea Corsini (Vin Santo del Chianti Classico),Italy,97,,Tuscany,White Blend,Principe Corsini Fattoria Le Corti,43.6498407,11.1956344
882,Volpaia 2004 Vin Santo del Chianti Classico,Italy,94,44.00,Tuscany,White Blend,Volpaia,43.516636,11.380914
22,Fattoria di Grignano 1994 Riserva (Vin Santo del Chianti Rufina),Italy,93,140.00,Tuscany,White Blend,Fattoria di Grignano,43.8063367,11.4591867
18398,Carlisle 2013 Compagni Portis White (Sonoma Valley),US,93,34.00,California,White Blend,Carlisle,40.2010241,-77.2002745
14955,Kracher 2012 Beerenauslese Cuvée White (Burgenland),Austria,93,17.00,Burgenland,White Blend,Kracher,47.81248,16.23167
5477,Volpaia 2008 Vin Santo del Chianti Classico,Italy,93,49.00,Tuscany,White Blend,Volpaia,43.516636,11.380914
730,Castello di Bossi 2003 Vin San Laurentino White (Toscana),Italy,93,95.00,Tuscany,White Blend,Castello di Bossi,43.3714682,11.4498566
8091,Kracher 2010 Beerenauslese Cuvée White (Burgenland),Austria,93,,Burgenland,White Blend,Kracher,47.81248,16.23167
24182,Barden 2015 Fonte White (Sta. Rita Hills),US,93,36.00,California,White Blend,Barden,38.5814938,-121.2805171
6369,Emilio Rojo 2009 Blanco White (Ribeiro),Spain,93,53.00,Galicia,White Blend,Emilio Rojo,42.3695975,-8.1261618
1286,Bodegas Roda 2005 Cirsion (Rioja),Spain,96,303.00,Northern Spain,Tempranillo,Bodegas Roda,42.585101,-2.8469189
11381,Emilio Moro 2011 Malleolus de Valderramiro (Ribera del Duero),Spain,95,150.00,Northern Spain,Tempranillo,Emilio Moro,41.6430702,-4.1509557
13821,No Girls 2012 La Paciencia Vineyard Tempranillo (Walla Walla Valley (WA)),US,95,75.00,Washington,Tempranillo,No Girls,46.036405,-118.781325
24344,Sheldon 2016 Springloaded Monkey Paw Luc's Vineyard Tempranillo (Sonoma County),US,94,41.00,California,Tempranillo,Sheldon,37.9670371,-122.297508
11624,Emilio Moro 2011 Malleolus de Sanchomartin (Ribera del Duero),Spain,94,179.00,Northern Spain,Tempranillo,Emilio Moro,41.6430702,-4.1509557
14823,Artadi 2012 Viña el Pison (Rioja),Spain,94,300.00,Northern Spain,Tempranillo,Artadi,37.418101,-121.8724048
15001,Garcia Figuero 2012 Vinas Viejas (Ribera del Duero),Spain,93,69.00,Northern Spain,Tempranillo,Garcia Figuero,41.7422868,-3.8782428
2628,San Vicente 2006 Rioja,Spain,93,62.00,Northern Spain,Tempranillo,San Vicente,37.7216464,-122.1694939
15998,Bodegas Fuentespina 2012 F (Ribera del Duero),Spain,93,85.00,Northern Spain,Tempranillo,Bodegas Fuentespina,41.6381808,-3.6901352
12468,Launa 2011 Ikunus (Rioja),Spain,93,40.00,Northern Spain,Tempranillo,Launa,37.275227,-121.934445
18631,Law 2013 Sagacious Red (Paso Robles),US,95,70.00,California,Rhone-style Red Blend,Law,38.1039332,-122.2547692
16496,Herman Story 2013 Casual Encounters Red (California),US,95,48.00,California,Rhone-style Red Blend,Herman Story,35.62736,-120.685878
16021,Clos Solène 2013 Harmonie Red (Paso Robles),US,95,85.00,California,Rhone-style Red Blend,Clos SolÃƒÆ’Ã‚Â¨ne,35.5866164,-120.7704145
20741,Nicora 2014 Law Vineyard Red (Adelaida District),US,94,55.00,California,Rhone-style Red Blend,Nicora,35.576625,-120.689007
18878,Epoch Estate Wines 2013 Ingenuity Red (Paso Robles),US,94,70.00,California,Rhone-style Red Blend,Epoch Estate Wines,35.5439913,-120.826751
12525,II Moons 2011 Ardor Red (Paso Robles),US,94,40.00,California,Rhone-style Red Blend,II Moons,35.5817305,-120.6981909
8083,Domaine de la Mordorée 2010 La Reine des Bois Red (Châteauneuf-du-Pape),France,94,141.00,RhÃ´ne  Valley,Rhone-style Red Blend,Domaine de la Mordorée,44.0115708,4.7037033
13525,Peter Franus 2012 Red (Red Hills Lake County),US,94,35.00,California,Rhone-style Red Blend,Peter Franus,38.3793566,-122.4477575
14808,Donelan 2012 Cuvée Moriah Red (Sonoma County),US,94,50.00,California,Rhone-style Red Blend,Donelan,38.4718027,-122.7435125
6556,Gramercy 2009 L'idiot du Village Red (Columbia Valley (WA)),US,93,42.00,Washington,Rhone-style Red Blend,Gramercy,40.7367783,-73.9844722
7535,Domaine Zind-Humbrecht 2009 Turckheim Clos Jebsal Vendanges Tardive Pinot Gris (Alsace),France,95,,Alsace,Pinot Gris,Domaine Zind-Humbrecht,48.0838286,7.295687
7801,Domaine Zind-Humbrecht 2009 Clos Saint Urbain Rangen de Thann Grand Cru Pinot Gris (Alsace),France,95,74.00,Alsace,Pinot Gris,Domaine Zind-Humbrecht,48.0838286,7.295687
1572,Domaine Schoffit 2005 Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles Larme de Lave Pinot Gris (Alsace),France,95,90.00,Alsace,Pinot Gris,Domaine Schoffit,48.0656159,7.3743246
13419,The Eyrie Vineyards 2012 Original Vines Pinot Gris (Dundee Hills),US,94,33.00,Oregon,Pinot Gris,The Eyrie Vineyards,45.214049,-123.1878305
13155,Domaine Michel Fonne 2012 Marckrain Grand Cru Pinot Gris (Alsace),France,94,26.00,Alsace,Pinot Gris,Domaine Michel Fonne,48.1439235,7.3277837
18204,Wohlmuth 2013 Gola Privat Pinot Gris (Südsteiermark),Austria,94,40.00,SÃ¼dsteiermark,Pinot Gris,Wohlmuth,34.0513785,-118.2171632
23779,Marc Kreydenweiss 2015 Moenchberg Grand Cru Pinot Gris (Alsace),France,94,33.00,Alsace,Pinot Gris,Marc Kreydenweiss,48.3883515,7.4155198
17272,Charles Sparr 2013 Brand Grand Cru Pinot Gris (Alsace),France,94,24.00,Alsace,Pinot Gris,Charles Sparr,48.1345787,7.2931104
21742,Domaine Barmès-Buecher 2014 Rosenberg Pinot Gris (Alsace),France,94,28.00,Alsace,Pinot Gris,Domaine Barmès-Buecher,48.0600089,7.2960709
20794,Domaines Schlumberger 2014 Spiegel Grand Cru Pinot Gris (Alsace),France,94,30.00,Alsace,Pinot Gris,Domaines Schlumberger,47.912089,7.206304
10101,Le Macchiole 2010 Paleo Rosso Cabernet Franc (Toscana),Italy,97,130.00,Tuscany,Cabernet Franc,Le Macchiole,43.2078087,10.6117048
1753,Poggio al Tesoro 2005 Dedicato a Walter Cabernet Franc (Toscana),Italy,95,80.00,Tuscany,Cabernet Franc,Poggio al Tesoro,43.5797653,10.550356
19504,Château de Parnay 2014 La Coulée du Méridien (Saumur-Champigny),France,94,120.00,Loire Valley,Cabernet Franc,Château de Parnay,47.2318747,0.0068661
11196,Bodega Renacer 2011 Punto Final Gran Edición Limitada Cabernet Franc (Mendoza),Argentina,93,65.00,Mendoza Province,Cabernet Franc,Bodega Renacer,-33.0638243,-68.9059434
15367,Château Margene 2012 Cask 7 Cabernet Franc (Paso Robles),US,93,96.00,California,Cabernet Franc,Château Margene,35.5166295,-120.4939378
19682,El Enemigo 2014 Gran Enemigo Agrelo Single Vineyard Cabernet Franc (Mendoza),Argentina,93,120.00,Mendoza Province,Cabernet Franc,El Enemigo,-33.0442566,-68.7257544
15808,Dumas Station 2012 Cabernet Franc (Walla Walla Valley (WA)),US,93,32.00,Washington,Cabernet Franc,Dumas Station,46.2872171,-118.0591663
9100,Bernard Baudry 2010 Le Clos Guillot (Chinon),France,93,30.00,Loire Valley,Cabernet Franc,Bernard Baudry,47.160439,0.332553
9560,Charles Joguet 2010 Clos de la Dioterie (Chinon),France,93,52.00,Loire Valley,Cabernet Franc,Charles Joguet,47.13188,0.3473664
8526,Yannick Amirault 2010 La Petite Cave Cabernet Franc (Bourgueil),France,93,,Loire Valley,Cabernet Franc,Yannick Amirault,47.2917578,0.1689587
22195,Malat 2014 Gottschelle Reserve Gruner Veltliner (Kremstal),Austria,95,36.00,Kremstal,Gruner Veltliner,Malat,37.163654,50.158798
12863,Bründlmayer 2011 Loiser Berg Erste Lage Reserve Gruner Veltliner (Kamptal),Austria,95,,Kamptal,Gruner Veltliner,Bründlmayer,48.4735398,15.6625088
19362,Malat 2014 Alte Reben Höhlgraben Reserve Gruner Veltliner (Kremstal),Austria,95,36.00,Kremstal,Gruner Veltliner,Malat,37.163654,50.158798
21324,Emmerich Knoll 2014 Ried Kreutles Federspiel Gruner Veltliner (Wachau),Austria,95,31.00,Wachau,Gruner Veltliner,Emmerich Knoll,48.3883514,15.5422425
21107,Proidl 2014 Senftenberger Ehrenfels Reserve Gruner Veltliner (Kremstal),Austria,95,,Kremstal,Gruner Veltliner,Proidl,48.4500453,15.5582872
20989,Malat 2014 Das Beste vom Grünen Veltliner Reserve Gruner Veltliner (Kremstal),Austria,95,70.00,Kremstal,Gruner Veltliner,Malat,37.163654,50.158798
18414,Eder 2013 Süssenberg Smaragd Gruner Veltliner (Wachau),Austria,94,27.00,Wachau,Gruner Veltliner,Eder,39.29972,-120.29139
13579,Bründlmayer 2012 Lamm Erste Lage Reserve Gruner Veltliner (Kamptal),Austria,94,,Kamptal,Gruner Veltliner,Bründlmayer,48.4735398,15.6625088
13399,Josef Jamek 2012 Ried Achleiten Smaragd Gruner Veltliner (Wachau),Austria,94,45.00,Wachau,Gruner Veltliner,Josef Jamek,48.387793,15.462085
23302,Bründlmayer 2015 Käferberg Reserve Gruner Veltliner (Kamptal),Austria,94,70.00,Kamptal,Gruner Veltliner,Bründlmayer,48.4735398,15.6625088
1542,Cartuxa 2005 Pêra-Manca White (Alentejo),Portugal,93,,Alentejo,Portuguese White,Cartuxa,38.5815101,-7.9192479
14860,Casa Ferreirinha 2012 Antónia Adelaide Ferreira White (Douro),Portugal,93,95.00,Douro,Portuguese White,Casa Ferreirinha,41.1362618,-8.6223885
7382,Niepoort 2009 Redoma Reserva White (Douro),Portugal,93,30.00,Douro,Portuguese White,Niepoort,41.1488169,-7.6452035
6273,Alvaro Castro 2009 Quinta da Pellada Branco White (Dão),Portugal,93,65.00,DÃ£o,Portuguese White,Alvaro Castro,40.4701569,-7.6888516
9571,Niepoort 2010 Redoma Branco White (Douro),Portugal,92,30.00,Douro,Portuguese White,Niepoort,41.1488169,-7.6452035
20038,Poeira 2014 White (Douro),Portugal,92,,Douro,Portuguese White,Poeira,41.182113,-8.4405716
18946,Adega Mãe 2013 Dory Reserva White (Lisboa),Portugal,92,20.00,Lisboa,Portuguese White,Adega Mãe,39.0488781,-9.2978467
12466,Poeira 2011 Pó de Poeira White (Douro),Portugal,92,,Douro,Portuguese White,Poeira,41.182113,-8.4405716
18148,Dão Sul 2013 Paço dos Cunhas de Santar Vinha Contador White (Dão),Portugal,92,37.00,DÃ£o,Portuguese White,Dao Sul,40.572334,-7.8941812
8560,Herdade da Malhadinha Nova 2010 Malhadinha Branco White (Alentejano),Portugal,92,44.00,Alentejano,Portuguese White,Herdade da Malhadinha Nova,37.8305864,-7.9892187
19698,Paul Jaboulet Aîné 2014 Domaine des Grands Amandiers (Condrieu),France,95,124.00,RhÃ´ne  Valley,Viognier,Paul Jaboulet Aîné,44.9961406,4.791616
9047,E. Guigal 2010 La Doriane (Condrieu),France,94,140.00,RhÃ´ne  Valley,Viognier,E. Guigal,45.4881336,4.8067616
10672,Charles Smith 2011 Lawrence Vineyard Viognier (Columbia Valley (WA)),US,94,40.00,Washington,Viognier,Charles Smith,37.7630895,-122.4578144
19904,Cowhorn 2014 Reserve Estate Grown Viognier (Applegate Valley),US,94,50.00,Oregon,Viognier,Cowhorn,42.153753,-123.046164
6255,Cowhorn 2009 Viognier (Applegate Valley),US,93,30.00,Oregon,Viognier,Cowhorn,42.153753,-123.046164
7921,Abeja 2009 Viognier (Walla Walla Valley (WA)),US,93,28.00,Washington,Viognier,Abeja,37.5532213,-122.3074963
8429,Paul Jaboulet Aîné 2010 Domaine de Grands Amandiers (Condrieu),France,93,100.00,RhÃ´ne  Valley,Viognier,Paul Jaboulet Aîné,44.9961406,4.791616
9109,AntoLin Cellars 2010 Viognier (Yakima Valley),US,93,19.00,Washington,Viognier,AntoLin Cellars,46.6023117,-120.5080488
14359,E. Guigal 2012 Condrieu,France,93,70.00,RhÃ´ne  Valley,Viognier,E. Guigal,45.4881336,4.8067616
13799,Les Vins de Vienne 2012 La Chambée (Condrieu),France,93,85.00,RhÃ´ne  Valley,Viognier,Les Vins de Vienne,45.4320509,4.7527245
14702,Domaine Zind-Humbrecht 2012 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),France,96,120.00,Alsace,Gewurztraminer,Domaine Zind-Humbrecht,48.0838286,7.295687
18559,Domaine Zind-Humbrecht 2013 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),France,95,120.00,Alsace,Gewurztraminer,Domaine Zind-Humbrecht,48.0838286,7.295687
15519,Domaine Zind-Humbrecht 2012 Goldert Grand Cru Gewurztraminer (Alsace),France,95,85.00,Alsace,Gewurztraminer,Domaine Zind-Humbrecht,48.0838286,7.295687
10448,Gustave Lorentz 2011 Altenberg de Bergheim Grand Cru Gewurztraminer (Alsace),France,95,60.00,Alsace,Gewurztraminer,Gustave Lorentz,48.2040326,7.3578729
22104,Domaine Barmès-Buecher 2014 Hengst Grand Cru Riesling (Alsace),France,94,48.00,Alsace,Gewurztraminer,Domaine Barmès-Buecher,48.0600089,7.2960709
19839,Domaine Barmès-Buecher 2014 Steingrubler Grand Cru Gewurztraminer (Alsace),France,94,44.00,Alsace,Gewurztraminer,Domaine Barmès-Buecher,48.0600089,7.2960709
19486,Domaine Weinbach 2014 Cuvée Laurence Gewurztraminer (Alsace),France,94,48.00,Alsace,Gewurztraminer,Domaine Weinbach,48.1362394,7.273184
23970,Domaine Fernand Engel 2015 Altenberg de Bergheim Grand Cru Gewurztraminer (Alsace),France,94,36.00,Alsace,Gewurztraminer,Domaine Fernand Engel,48.2193617,7.3634327
